,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.6885000000000001,0.6885000000000001,-0.7508239530845564,0.14494784887748874,-0.7063503396267505,-0.7040350617492206,-0.13755685987114294,0.1642022256001605,1.0
std,0.008579691784155791,0.008579691784155791,0.016149819307528904,0.0064487678354802425,0.02603021785091082,0.01934899189997765,0.055488720527049,0.06708035638204699,0.0
min,0.678,0.678,-0.7799164786636585,0.13380957458151188,-0.746242282307856,-0.7390612589033426,-0.2351643102127715,0.06150442477876106,1.0
25%,0.6815,0.6815,-0.7605424491800186,0.14111690986717304,-0.7175230149174069,-0.711719053046328,-0.1686775536719034,0.10877564470285728,1.0
50%,0.687,0.687,-0.746929662730277,0.1449210882411467,-0.7084733266041677,-0.6992515548337259,-0.1251849072539085,0.19608764274356294,1.0
75%,0.694,0.694,-0.7405237918713549,0.14998334069154312,-0.69990434503179,-0.69804726215075,-0.0990165683075396,0.20784617870489636,1.0
max,0.702,0.702,-0.7310051080046757,0.1546403151129846,-0.6464122978318563,-0.678768700372915,-0.07023511043655609,0.24990183830091028,1.0
