,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.7854514313940253,0.7854514313940253,-0.28575942824798933,0.47098976913880053,-0.29459837599937744,-0.174992649119941,-0.17165654702831437,0.2902512620247456,1.0
std,0.015348617695570218,0.015348617695570218,0.03570085967555475,0.06137715773815735,0.05915056719625603,0.0323949012606969,0.041555069228525976,0.07404689547752433,0.0
min,0.7647058823529411,0.7647058823529411,-0.3599777654252362,0.3368830636903543,-0.38093703679835017,-0.23436023170304943,-0.2352813852813853,0.16125954198473283,1.0
25%,0.7767379679144385,0.7767379679144385,-0.29239788652203463,0.451005874037855,-0.3389231752197915,-0.19056947277905667,-0.20592743011976616,0.23315168737056408,1.0
50%,0.7812739371031363,0.7812739371031363,-0.2813470850310501,0.4733139244899758,-0.2940828223598829,-0.16938923784597104,-0.16641574462959113,0.29337582857648203,1.0
75%,0.7908299866131191,0.7908299866131191,-0.26651801617885984,0.506519740340757,-0.25884860690124756,-0.1491113668479853,-0.15060899609421638,0.34308065123282516,1.0
max,0.8125836680053548,0.8125836680053548,-0.2338492245535247,0.5694067784051335,-0.1971040189125296,-0.13916469865385966,-0.0975000717442461,0.3851100937431873,1.0
