,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.7735000000000001,0.7735000000000001,-1.0,0.0,-1.0,-1.0,-0.27344983631823067,-0.2454093611051753,1.0
std,0.005642103626603591,0.005642103626603591,0.0,0.0,0.0,0.0,0.005844160228294085,0.014722250130231679,0.0
min,0.765,0.765,-1.0,0.0,-1.0,-1.0,-0.2810040059388744,-0.27307692307692305,1.0
25%,0.77,0.77,-1.0,0.0,-1.0,-1.0,-0.27777833347501685,-0.25129238513076896,1.0
50%,0.7745,0.7745,-1.0,0.0,-1.0,-1.0,-0.27412126453028984,-0.24751709277081108,1.0
75%,0.778,0.778,-1.0,0.0,-1.0,-1.0,-0.2696182261887139,-0.2364926018408527,1.0
max,0.781,0.781,-1.0,0.0,-1.0,-1.0,-0.2642855140542467,-0.21881390593047034,1.0
