,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8166,0.8166,-0.17964628597970356,0.6660984652192055,-0.0443894473404397,-0.06650271894282359,-0.06497647310465535,0.041579332051835304,1.0
std,0.011167412910388443,0.011167412910388443,0.033989004018444076,0.057606781048298895,0.0376628911879768,0.02868187832322101,0.026697476949639525,0.045300669555110674,0.0
min,0.797,0.797,-0.23798076923076916,0.5627208480565372,-0.12142652944539745,-0.1280565279625741,-0.11332105630580955,-0.01386946386946386,1.0
25%,0.8132499999999999,0.8132499999999999,-0.1999375576410497,0.6416748942208477,-0.0632665507314876,-0.08118622816690445,-0.07884867654219067,0.010140931505013245,1.0
50%,0.8165,0.8165,-0.17329855809075828,0.681408553973682,-0.041748589574676476,-0.06485865218384217,-0.06257200622787314,0.026376493669463597,1.0
75%,0.8252499999999999,0.8252499999999999,-0.16343838266490962,0.6912941886928046,-0.017610295042669144,-0.04436074131666755,-0.05416104623362632,0.0778878173842336,1.0
max,0.832,0.832,-0.12040192643082287,0.7638993473895582,0.0012476738284553646,-0.03338917812486093,-0.02326829450644942,0.11586078961164659,1.0
