,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.7078,0.7078,-0.503978005501407,0.218440487081353,-0.5521664399764934,-0.41413625521043,-0.6431661435876839,0.12164401850222262,1.0
std,0.07770428273625309,0.07770428273625309,0.29892664109831113,0.353506330665778,0.30141013819267937,0.3209974787125514,0.05060933094594158,0.40310068570661933,0.0
min,0.592,0.592,-0.8704453441295547,0.0,-0.9081885856079405,-0.8057426444523219,-0.7165363203735295,-0.16293929712460065,1.0
25%,0.64925,0.64925,-0.7898379022066686,0.0,-0.8360220582564208,-0.7224884275642203,-0.6908566480581076,-0.15371415669451344,1.0
50%,0.716,0.716,-0.48056277882482046,0.0,-0.553612795422611,-0.37842428248187143,-0.6151160731964112,-0.09687587168758717,1.0
75%,0.7785,0.7785,-0.24237684672572402,0.49716084656933957,-0.28575647869772103,-0.11799819337143366,-0.6138706856720793,0.48776774840604625,1.0
max,0.802,0.802,-0.0955128205128205,0.8104325699745547,-0.12912164034358553,-0.009222694873905063,-0.5784365823499273,0.7489873812120268,1.0
