,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.9273999999999999,0.9273999999999999,-0.7908856558075338,0.13582207462396728,-0.2109118704197533,-0.353944654043916,-0.18559323365305516,0.0979976914528716,1.0
std,0.008553102101317142,0.008553102101317142,0.023103194866441537,0.01652449939743843,0.07976369023726615,0.04646685068870493,0.058662318539719704,0.0458945941891563,0.0
min,0.913,0.913,-0.8175372895461238,0.11447986548095758,-0.3064520900511789,-0.41776180159373044,-0.2662215575259054,0.03218796129243891,1.0
25%,0.92025,0.92025,-0.8047282881683291,0.12535982760083125,-0.25837626808733266,-0.3831595946599996,-0.22801569162514213,0.08079943168019482,1.0
50%,0.931,0.931,-0.7999057342410936,0.1283108092690619,-0.2293564408058602,-0.3685886668133549,-0.1905975674315205,0.09266289664424528,1.0
75%,0.9337500000000001,0.9337500000000001,-0.777728866873668,0.14740962361767676,-0.17391590501971604,-0.32026594831292154,-0.14593320364885334,0.10806689230786298,1.0
max,0.936,0.936,-0.7479269917079668,0.16171941197831904,-0.07705479452054798,-0.26566729167958014,-0.0738922301868827,0.18782624906785983,1.0
