,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.6645000000000001,0.6645000000000001,-0.4881182321686272,0.002822131402085609,-0.601873239869583,-0.46355043541648444,-0.33518499593543033,-0.17670483409365687,1.0
std,0.01094684124911536,0.01094684124911536,0.015584391669539848,0.004707002815587558,0.021761863689538533,0.014298161471713896,0.1752500526727961,0.20431886233881377,0.0
min,0.642,0.642,-0.5134685187630813,0.0,-0.631768953068592,-0.4848798085360736,-0.45234367673043474,-0.3244444444444444,1.0
25%,0.66125,0.66125,-0.4982393505159681,0.0,-0.6186458333333333,-0.47115963822834084,-0.4436082496543041,-0.2747842586816386,1.0
50%,0.665,0.665,-0.49082404491761217,0.0,-0.6046750477045684,-0.4657467298679629,-0.42198863592070057,-0.2666712963766732,1.0
75%,0.6697500000000001,0.6697500000000001,-0.4783291981773505,0.005673599777232892,-0.5850607067923135,-0.452165764452074,-0.2535245846911462,-0.24204162840526477,1.0
max,0.679,0.679,-0.46487603305785125,0.012386794216097735,-0.5671641791044776,-0.4400244226014593,0.07036352771605847,0.24308300395256915,1.0
