,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8564,0.8564,-0.009602216823418502,0.9784321282267221,-0.008757308713868506,-0.0042745649877081685,-0.002009277542118197,0.005799722837931914,1.0
std,0.009453982112198962,0.009453982112198962,0.022572440829843936,0.051918445327889896,0.04273327687438265,0.021743396562222822,0.025806655480553435,0.04228988666028969,0.0
min,0.844,0.844,-0.03562117808186266,0.9181614349775785,-0.0939605768625228,-0.049728619801500895,-0.025195146242598665,-0.05325760106916139,1.0
25%,0.85225,0.85225,-0.022824260876455837,0.948876261140484,-0.025561872289216497,-0.010951028857206205,-0.02254724984696949,-0.020188573995229477,1.0
50%,0.854,0.854,-0.014855038579783514,0.9657460519182579,-0.01318183295451747,-0.003912516849916427,-0.014190951916000151,-0.012364592748256117,1.0
75%,0.85575,0.85575,0.002229748122528033,1.0053191227250493,0.011112452612867613,0.009764497630646898,0.013853722454369817,0.028827998656972657,1.0
max,0.879,0.879,0.03927765598246152,1.0919581140063317,0.053342490842490875,0.02805579189381943,0.04782894629771606,0.08317937183709535,1.0
