,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.7758,0.7758,-0.8780868926780971,0.0,-0.9222874280667981,-0.8322198781463443,-0.5325269382269656,-0.20737003427434617,1.0
std,0.005959119994689751,0.005959119994689751,0.01668096761926405,0.0,0.014997193134762166,0.02420889129817728,0.03134502255677385,0.01650668014869073,0.0
min,0.769,0.769,-0.900398406374502,0.0,-0.9415041782729805,-0.8661412921976303,-0.5946873010114782,-0.24197002141327623,1.0
25%,0.77225,0.77225,-0.8927078967089637,0.0,-0.9352756892230576,-0.8520404154894854,-0.5510195712940341,-0.217993834102242,1.0
50%,0.774,0.774,-0.8759110431444004,0.0,-0.9224239158965007,-0.832159694355456,-0.5269589228827216,-0.2013472312961533,1.0
75%,0.77875,0.77875,-0.8688089408228078,0.0,-0.9084926672644702,-0.8211370633870312,-0.5144723863434382,-0.19626890946037479,1.0
max,0.787,0.787,-0.8477366255144033,0.0,-0.9041095890410958,-0.7908977697271595,-0.4929501342350834,-0.18620689655172415,1.0
