,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.7375999999999999,0.7375999999999999,-0.007045295294313037,0.9867421528676059,-0.0031009868895336967,-0.003421496644358381,-0.004934537679776854,0.0050362011965288025,1.0
std,0.006719788356455554,0.006719788356455554,0.03020276563361797,0.06645297624778451,0.03472948984889002,0.02571689008105882,0.02938849727580843,0.052067623265633425,0.0
min,0.724,0.724,-0.06622805437831913,0.8656202548091367,-0.053333333333333344,-0.04592131177048682,-0.0439912357180266,-0.1009770603228547,1.0
25%,0.7344999999999999,0.7344999999999999,-0.020456502547131383,0.9560325502476285,-0.03170332764082767,-0.016921603963676417,-0.021834459665594066,-0.01966505558558243,1.0
50%,0.738,0.738,-0.007765708866726478,0.9824492715019713,0.006824525280256233,-0.007566214704080622,-0.013636405829718728,0.015573449150326768,1.0
75%,0.742,0.742,-0.0005884700093437278,0.9987339078553367,0.01972886571550181,0.009941125242577224,0.014027760875361697,0.0492697420905675,1.0
max,0.747,0.747,0.04747083580035527,1.114393136026222,0.04064816853850106,0.04241583048873182,0.040997233642819916,0.059805825242718436,1.0
