,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.7972,0.7972,-0.011047207090251537,0.9771472888312334,0.008196544817298002,-0.00462866975048194,-5.778234944189137e-05,-0.013198131564938717,1.0
std,0.010654159333852263,0.010654159333852263,0.031964967637421786,0.06933914508363734,0.038965160143378946,0.028873499895118334,0.029943791292091314,0.043462066381816766,0.0
min,0.777,0.777,-0.08317307692307696,0.8256048387096774,-0.040721573808999545,-0.053208771753644066,-0.04015521862504068,-0.061881977671451344,1.0
25%,0.7955000000000001,0.7955000000000001,-0.01305493910784887,0.9706788545101537,-0.030058163517861586,-0.022151482982250066,-0.02054808107698386,-0.048013784461152884,1.0
50%,0.8005,0.8005,-0.009635585643269717,0.978918957729497,0.007950558428499621,-0.0005317718082400932,-0.0008357234249399131,-0.01639499278236292,1.0
75%,0.8055000000000001,0.8055000000000001,-0.008720903051870801,0.9813292070878097,0.037541933125206706,0.011663767014047095,0.013705086427436484,0.0016657903325234813,1.0
max,0.806,0.806,0.04361669786716588,1.1013684367098022,0.05975177304964541,0.03662616960120979,0.052407034936529207,0.06454454914579025,1.0
