,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8070999999999999,0.8070999999999999,-0.011130239833079324,0.97583599487897,0.00588715214569191,-0.005080662866548805,0.0004970147038845574,-0.012295304214532666,1.0
std,0.009515484456634025,0.009515484456634025,0.024723932789293683,0.057306591462092264,0.02813427124079493,0.016072609408517544,0.02554876792864553,0.049020554025569596,0.0
min,0.795,0.795,-0.04454556005106475,0.899618530576172,-0.036666666666666625,-0.028378168970433257,-0.028456585017337846,-0.08410138248847926,1.0
25%,0.79825,0.79825,-0.03179121226100287,0.9279975745036925,-0.006142522272854195,-0.018532553813888412,-0.01884135445663785,-0.046507635684464955,1.0
50%,0.8095000000000001,0.8095000000000001,-0.010677446045589595,0.9744996270697345,0.004550498300498307,-0.004270983414820774,-0.008807246420842393,-0.018446322810649188,1.0
75%,0.813,0.813,0.004270501253840209,1.010875604879541,0.018581192281201586,0.006400532487429687,0.024928634213316595,0.027279578315607386,1.0
max,0.823,0.823,0.029780288361524077,1.072470258377305,0.0663682864450128,0.022914462593887797,0.04046951906540945,0.0695612326727002,1.0
