,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8808,0.8808,-0.6743243181501166,0.18586968734120823,-0.1817610348735621,-0.2894713394911596,-0.2958151304110465,0.18825768190741568,1.0
std,0.012181953866272858,0.012181953866272858,0.021170099970102364,0.019414771478950214,0.04418442045013541,0.032122907688042567,0.04679584239427613,0.05246763697272467,0.0
min,0.855,0.855,-0.7012820512820513,0.15388524077548468,-0.25890715998629665,-0.3530794801593328,-0.3791291253268777,0.08847704714640199,1.0
25%,0.87325,0.87325,-0.6918676867340638,0.17392063832750093,-0.20358247362419563,-0.30426500115538246,-0.3264635071260727,0.1655011148507467,1.0
50%,0.8855,0.8855,-0.6801165550935511,0.19244818054237328,-0.17836786211031763,-0.28808385391873637,-0.28954545158049916,0.2108212256828527,1.0
75%,0.8905000000000001,0.8905000000000001,-0.6573583877141232,0.1952562766150217,-0.1700716976937388,-0.2774051456623728,-0.25737271424571184,0.2243658386399135,1.0
max,0.892,0.892,-0.6441703067249076,0.2187409257215866,-0.08342504952674434,-0.24176347176782484,-0.23136520597923788,0.2462686567164179,1.0
