,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8003720433915044,0.8003720433915044,-0.003675662314214484,0.999080759433636,0.0036964545244272838,-0.003640962090567766,0.004151544370340874,-0.01094894885507346,1.0
std,0.01727757272726453,0.01727757272726453,0.04710809644743036,0.10648265476918455,0.04671448163827249,0.03163313211498639,0.03465296603130902,0.045884043265100226,0.0
min,0.7666151468315301,0.7666151468315301,-0.0781504395962227,0.8508853681267475,-0.05934873949579822,-0.03806427786938385,-0.06124658984914201,-0.09712308025091934,1.0
25%,0.7959814528593508,0.7959814528593508,-0.033509716179271676,0.9271681044307247,-0.017904481720271148,-0.029185911963663182,-0.0040458191499059964,-0.03524385560675884,1.0
50%,0.80370942812983,0.80370942812983,-0.0034940947532253464,0.9914782937335639,0.0004850431865764393,-0.008913362166924892,0.00022238980720262758,-0.010556170991742692,1.0
75%,0.8082720438700168,0.8082720438700168,0.02071283621169108,1.0480559041771857,0.021171163153169636,0.013632049412686347,0.01099819598888271,0.013530013357822668,1.0
max,0.8219814241486069,0.8219814241486069,0.07646303901437373,1.1980718085106383,0.10833333333333339,0.05879922922605853,0.07259497795200093,0.07573471727717096,1.0
