accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,classifier,seed
0.8207109737248841,0.8207109737248841,-0.42673184206250336,0.23126646502097764,-0.5779973399201976,-0.33383420316772505,-0.33383420316772505,0.5779973399201975,DT,1
0.8052550231839258,0.8052550231839258,-0.34687298517085746,0.3640661938534279,-0.332089552238806,-0.20015354157680548,-0.30127429963905533,0.48654244306418226,DT,1
0.8114374034003091,0.8114374034003091,-0.32436204146730463,0.3703560371517028,-0.3760919540229885,-0.20692342502280053,-0.2710813173040453,0.45598377281947267,DT,1
0.8006182380216383,0.8006182380216383,-0.3677233059548255,0.2630401234567901,-0.3445850914205345,-0.2385178978229433,-0.2607852654471098,0.3885949441504997,DT,1
0.8068006182380216,0.8068006182380216,-0.3217810953435595,0.34731850701569517,-0.28823529411764703,-0.1811619691149473,-0.24772725823699715,0.3737651821862349,DT,1
0.794435857805255,0.794435857805255,-0.42852228610742543,0.2388932530330802,-0.3034647550776583,-0.24137563755010946,-0.2229068658335368,0.2519467878001298,DT,1
0.7975270479134466,0.7975270479134466,-0.40644345512499674,0.22334642102083963,-0.5462170489558371,-0.3381856588482274,-0.27237547418769587,0.4612403100775193,DT,1
0.7724458204334366,0.7724458204334366,-0.3962846677132391,0.24443779307592536,-0.517786561264822,-0.33284398016605526,-0.2909401563100149,0.4665369649805447,DT,1
0.8034055727554179,0.8034055727554179,-0.3577541937692571,0.26718092566619916,-0.4586666666666667,-0.27922401113098794,-0.24641577060931896,0.4094982078853047,DT,1
0.8111455108359134,0.8111455108359134,-0.40866167372191475,0.3006408470325996,-0.39173302995828596,-0.23883086769959327,-0.3420744678946911,0.5342320909331219,DT,1
0.8948995363214838,0.8948995363214838,-0.4767778800844933,0.13486486486486488,-0.590347710431313,-0.32984806430847025,-0.1942268224476254,0.36727272727272725,LR,1
0.8531684698608965,0.8531684698608965,-0.4583718778908418,0.15659574468085108,-0.41749585406301826,-0.2849247392197991,-0.12799355683076613,0.1733333333333333,LR,1
0.874806800618238,0.874806800618238,-0.42760499734183943,0.1666753004558641,-0.5097318007662835,-0.29681017657938646,-0.11368200979954579,0.2013930950938825,LR,1
0.8547140649149922,0.8547140649149922,-0.43254620123203286,0.10361702127659575,-0.5534458509142053,-0.34215954517541247,-0.14325085764055528,0.21329787234042552,LR,1
0.8624420401854714,0.8624420401854714,-0.40710360101714377,0.1906392694063927,-0.44581105169340457,-0.27184992658103224,-0.13616587562370694,0.22222222222222224,LR,1
0.865533230293663,0.865533230293663,-0.463155437613642,0.16806796866379783,-0.32735961768219835,-0.2303394253103603,-0.0677432695941132,0.015566037735849053,LR,1
0.8500772797527048,0.8500772797527048,-0.4409393851584521,0.16068294639723213,-0.5104416295789114,-0.3219109039012127,-0.13688870071848794,0.22631422631422635,LR,1
0.8281733746130031,0.8281733746130031,-0.4475667189952904,0.14666267584555523,-0.5731225296442688,-0.3610512873468005,-0.19160681416290457,0.32101167315175094,LR,1
0.8653250773993808,0.8653250773993808,-0.4091920575145498,0.1374706837452643,-0.5582857142857143,-0.32446187920606523,-0.11932017574769935,0.20885200553250344,LR,1
0.8498452012383901,0.8498452012383901,-0.5217084554433952,0.07210424710424711,-0.7353052711414487,-0.43031680067391387,-0.32306345719577406,0.5523809523809523,LR,1
0.8670788253477589,0.8670788253477589,-0.46624329740562204,0.11537868667146235,-0.5325859775793274,-0.31772814487598255,-0.15565518842256865,0.22686945500633712,KN,1
0.8299845440494591,0.8299845440494591,-0.42082247077621726,0.16821808510638298,-0.4133499170812604,-0.2724842090701103,-0.19161954941860462,0.2565104166666667,KN,1
0.865533230293663,0.865533230293663,-0.3907230196703881,0.1907619467077736,-0.47141762452107283,-0.26303231989900466,-0.16051280947616445,0.2650926479378362,KN,1
0.8500772797527048,0.8500772797527048,-0.3891555441478439,0.15014013452914798,-0.5281293952180028,-0.3069379370456211,-0.24447544485089256,0.4019567876070118,KN,1
0.8593508500772797,0.8593508500772797,-0.3800207803570941,0.18982803847274846,-0.45597147950089123,-0.2606699778831495,-0.17082312983768747,0.2739770867430442,KN,1
0.8593508500772797,0.8593508500772797,-0.42908742444346165,0.16973327628013118,-0.3249701314217443,-0.2088401136522145,-0.0965032493134296,0.04796747967479674,KN,1
0.8299845440494591,0.8299845440494591,-0.41985195332051317,0.1339455523555942,-0.48699075659020885,-0.31154290456550593,-0.11927724515607101,0.1410041841004184,KN,1
0.8204334365325078,0.8204334365325078,-0.39683411826268966,0.15087896092262904,-0.5533596837944664,-0.3258534087256968,-0.24753361046088046,0.3969829297340214,KN,1
0.8560371517027864,0.8560371517027864,-0.39352961314618284,0.09949079514296905,-0.6571428571428573,-0.3583865746656445,-0.21968121968121967,0.4009009009009009,KN,1
0.8374613003095975,0.8374613003095975,-0.4592695104743298,0.1169258061149953,-0.6319681456200228,-0.3538827594891859,-0.35454491288150725,0.5701415701415701,KN,1
