,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8487656772625263,0.8487656772625263,-0.40759225942440125,0.15871869638668817,-0.4769954616963929,-0.28295438106816895,-0.18099567428033975,0.2690050675894076,1.0
std,0.015871341963491947,0.015871341963491947,0.0306743388864902,0.03307266934586623,0.10274303257283302,0.04717974808418932,0.07107037257426976,0.14194507732133033,0.0
min,0.8204334365325078,0.8204334365325078,-0.4574825326328332,0.10039525691699604,-0.6588170865279299,-0.3589485512522488,-0.3536982042273158,0.05136612021857924,1.0
25%,0.8384237083754026,0.8384237083754026,-0.4228817832299587,0.13686839075334167,-0.5197145554409957,-0.3088133753467456,-0.20303524814282442,0.18505619489871455,1.0
50%,0.8507364305845986,0.8507364305845986,-0.3972145740198722,0.1670348319923207,-0.4375457215445324,-0.2747071123595079,-0.16586499900797302,0.25239831882091296,1.0
75%,0.8628284389489953,0.8628284389489953,-0.38251560991222644,0.1771013085993673,-0.43144579285160567,-0.2522006003103867,-0.14214263868629592,0.3066399851654974,1.0
max,0.8670788253477589,0.8670788253477589,-0.3780247723730621,0.20438780004404317,-0.3414696813977389,-0.21424688421091298,-0.09398544737719411,0.5736434108527131,1.0
