,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8993000000000002,0.8993000000000002,-0.5839038300827217,0.24458349859570153,-0.1484428788813588,-0.2063882306769774,-0.11786178481499174,0.050663627724440365,1.0
std,0.012347289401142091,0.012347289401142091,0.023934006986024818,0.021512950556917303,0.05020385711147697,0.03834011444657922,0.02322090914072712,0.026950311711576375,0.0
min,0.88,0.88,-0.6201923076923077,0.2076167076167076,-0.21798941798941807,-0.2675196132092684,-0.16391643419223884,0.011304684475416174,1.0
25%,0.88875,0.88875,-0.6039174058835421,0.22584638288848974,-0.176920849616675,-0.23397414797960578,-0.13068055384665206,0.032996521000232565,1.0
50%,0.901,0.901,-0.5841037331284981,0.25063654840079935,-0.1551071953922855,-0.20044259739904446,-0.11496592401748428,0.04497139712003133,1.0
75%,0.9105000000000001,0.9105000000000001,-0.5657732931140426,0.2613420408935824,-0.11993174361289974,-0.17586028532461462,-0.10630918499300358,0.07418771542354986,1.0
max,0.914,0.914,-0.5541142164568659,0.2690519123090063,-0.05363830589418128,-0.15339500753551935,-0.08407781334079047,0.08611320754716982,1.0
