accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,classifier,seed
0.836,0.836,-1.0,0.0,-1.0,-1.0,-0.33615005441393,-0.1732283464566929,DT,1
0.82,0.82,-1.0,0.0,-1.0,-1.0,-0.3200352801411206,-0.19760479041916168,DT,1
0.834,0.834,-1.0,0.0,-1.0,-1.0,-0.33443019327152484,-0.15020576131687244,DT,1
0.825,0.825,-1.0,0.0,-1.0,-1.0,-0.3246272691231063,-0.18633540372670807,DT,1
0.836,0.836,-1.0,0.0,-1.0,-1.0,-0.33609549887111495,-0.16049382716049382,DT,1
0.838,0.838,-1.0,0.0,-1.0,-1.0,-0.33757767954385287,-0.1756198347107438,DT,1
0.841,0.841,-1.0,0.0,-1.0,-1.0,-0.34134120914522625,-0.14314928425357873,DT,1
0.835,0.835,-1.0,0.0,-1.0,-1.0,-0.3358974358974359,-0.18653846153846154,DT,1
0.834,0.834,-1.0,0.0,-1.0,-1.0,-0.3341201132963147,-0.15587044534412955,DT,1
0.821,0.821,-1.0,0.0,-1.0,-1.0,-0.32098513576217225,-0.1752988047808765,DT,1
0.836,0.836,-1.0,0.0,-1.0,-1.0,-0.33615005441393,-0.1732283464566929,LR,1
0.82,0.82,-1.0,0.0,-1.0,-1.0,-0.3200352801411206,-0.19760479041916168,LR,1
0.834,0.834,-1.0,0.0,-1.0,-1.0,-0.33443019327152484,-0.15020576131687244,LR,1
0.825,0.825,-1.0,0.0,-1.0,-1.0,-0.3246272691231063,-0.18633540372670807,LR,1
0.836,0.836,-1.0,0.0,-1.0,-1.0,-0.33609549887111495,-0.16049382716049382,LR,1
0.838,0.838,-1.0,0.0,-1.0,-1.0,-0.33757767954385287,-0.1756198347107438,LR,1
0.841,0.841,-1.0,0.0,-1.0,-1.0,-0.34134120914522625,-0.14314928425357873,LR,1
0.835,0.835,-1.0,0.0,-1.0,-1.0,-0.3358974358974359,-0.18653846153846154,LR,1
0.834,0.834,-1.0,0.0,-1.0,-1.0,-0.3341201132963147,-0.15587044534412955,LR,1
0.821,0.821,-1.0,0.0,-1.0,-1.0,-0.32098513576217225,-0.1752988047808765,LR,1
0.836,0.836,-1.0,0.0,-1.0,-1.0,-0.33615005441393,-0.1732283464566929,KN,1
0.824,0.824,-0.8682634730538922,0.0,-0.9228855721393034,-0.784675109301975,-0.5801229418083816,-0.1471264367816092,KN,1
0.812,0.812,-0.8477366255144033,0.0,-0.8837772397094431,-0.7638064280738996,-0.6768185633028292,-0.11407766990291263,KN,1
0.823,0.823,-0.8964803312629399,0.0,-0.9338422391857506,-0.833587786259542,-0.6015824998548207,-0.15242494226327943,KN,1
0.823,0.823,-0.8662551440329218,0.0,-0.9044117647058824,-0.7855392156862745,-0.6545846927363975,-0.12351543942992874,KN,1
0.828,0.828,-0.871900826446281,0.0,-0.9097744360902256,-0.8019460415745245,-0.6458049642742439,-0.13981042654028436,KN,1
0.823,0.823,-0.8813905930470347,0.0,-0.9093078758949881,-0.8117967950903512,-0.6824974177973376,-0.11600928074245939,KN,1
0.826,0.826,-0.8980769230769231,0.0,-0.9267139479905437,-0.8499549121396017,-0.6413197109881082,-0.16059957173447537,KN,1
0.82,0.82,-0.8704453441295547,0.0,-0.9064748201438849,-0.7908997477342801,-0.6562777196893097,-0.12093023255813953,KN,1
0.821,0.821,-0.900398406374502,0.0,-0.9396135265700483,-0.8277613087395697,-0.5889442726658848,-0.13938053097345132,KN,1
