,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8774999999999998,0.8774999999999998,-0.6612620094706982,0.20176072862992234,-0.17756382949420343,-0.2857667902761826,-0.29092818495033734,0.18370624177334766,1.0
std,0.01088577052853863,0.01088577052853863,0.027113855145062548,0.024220872998548134,0.04114834998025461,0.032147075552772256,0.03656587487778336,0.04527414677697492,0.0
min,0.857,0.857,-0.6971153846153846,0.16474654377880185,-0.2507477164335947,-0.3510426738136705,-0.3521576544196287,0.09161324786324786,1.0
25%,0.8705,0.8705,-0.6869652753604694,0.18206539674053293,-0.19658439308118011,-0.30272126066425553,-0.3072790251237591,0.15850681576488027,1.0
50%,0.8795,0.8795,-0.6586428211417386,0.20098118078362126,-0.17160560009530257,-0.2804704864915051,-0.2883718432425697,0.18788391303084223,1.0
75%,0.886,0.886,-0.6379019049480814,0.2196103105324138,-0.15325347740729522,-0.26097641845566555,-0.2647186480826247,0.20703032026979865,1.0
max,0.892,0.892,-0.6281060496967951,0.23755734943957255,-0.12517899450649583,-0.24710644015435845,-0.2470102397611449,0.24560168895144263,1.0
