accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,classifier,seed
0.813,0.813,-0.0016644260930798183,0.9962915418627871,0.016347704782248562,0.018223178754961433,-0.032026758071649716,0.03947368421052633,DT,1
0.822,0.822,-0.008220032880131511,0.9816967267869071,0.013762610536804165,-0.0011260157107788882,-0.0013783699548075012,-0.013333333333333336,DT,1
0.81,0.81,-0.015043794334758442,0.966917266757047,0.030369154388212638,0.004337537504696287,-0.015222542022533175,-0.009229968365835117,DT,1
0.804,0.804,-0.04224083039994231,0.9093230174081238,0.022775423728813582,-0.0066443728103938865,-0.026484749960742612,-0.0035312024353120475,DT,1
0.803,0.803,0.019823541656658783,1.0469962987567618,0.012907403410317264,0.009586115702786155,0.006437130237835875,-0.009476737939185575,DT,1
0.774,0.774,-0.04885002242296116,0.8972025615099426,-0.044369029663147264,-0.06386384613856451,0.06140396956042285,-0.09051383399209487,DT,1
0.786,0.786,-0.026120642390917215,0.9444652429167021,-0.026471152003066933,-0.001949032667201131,-0.03353979173549916,0.05996935452978355,DT,1
0.815,0.815,-0.05833333333333329,0.8771929824561404,-0.0049580472921434415,-0.020759290214009518,-0.017919799498746884,0.007085020242914991,DT,1
0.802,0.802,0.014986158006753014,1.033198036122583,0.020035520035520005,0.01821642921928092,-0.014199223590117854,0.014307972942160074,DT,1
0.799,0.799,0.029608473735579788,1.0678696521244797,0.03340395480225988,0.02308421205753841,-0.005192249626387743,-0.0023815147220909993,DT,1
0.851,0.851,-0.022565776838870788,0.947655640939971,-0.01512707615850728,-0.002060335546676159,-0.01889117821238466,0.03339467048320044,LR,1
0.856,0.856,-0.032236128944515774,0.9294746698637449,-0.01735375928924321,-0.02541599350109991,0.01600788285540314,-0.02809590508362858,LR,1
0.856,0.856,-0.01403500344269909,0.9678254166360766,0.0305092889173606,0.007450546979600528,-0.013959281828721339,-0.00808625336927224,LR,1
0.853,0.853,-0.05177585288593617,0.8883583172147002,-0.03140133171912829,-0.014360349987184322,-0.02051912589811032,0.034624413145539906,LR,1
0.853,0.853,-0.007525900305839772,0.982244720637679,0.003949924454996867,-0.017072833343873647,0.0273793753051534,-0.05380636965792579,LR,1
0.839,0.839,-0.028204881798962134,0.9334089619965967,-0.09401709401709402,-0.054544008001454806,0.04620997211650705,-0.018770923003347706,LR,1
0.851,0.851,-0.019369374777392256,0.9569471624266145,0.04659766149127842,0.015431626429915704,-0.029081873810345042,0.0,LR,1
0.881,0.881,-0.04503205128205129,0.896386430678466,-0.03585049580472921,-0.008414881371450127,-0.02662596948532052,0.05700156168662156,LR,1
0.85,0.85,0.023371365476628603,1.0542040119504907,-0.03202353202353203,0.02310839726266923,-0.028432576479040336,0.0883649724433558,LR,1
0.866,0.866,-0.004448071169138701,0.9900315547905909,-0.0012711864406780293,-0.012511212501099052,0.016530704008222,-0.02946428571428572,LR,1
0.854,0.854,-0.017300428909800936,0.9573368063777724,-0.017633724225118774,0.0022202185519967985,-0.024503632118968374,0.04618004371473594,KN,1
0.845,0.845,-0.018360073440293723,0.9561981105067279,0.022564038693070887,-0.008926933600921283,0.010809152747745313,-0.0461904761904762,KN,1
0.844,0.844,-0.007902195321131733,0.9799975680933853,0.034733344010249856,0.012612074801483887,-0.016870901417518402,-0.004580192629815766,KN,1
0.848,0.848,-0.03897305284909358,0.906348335690984,0.013846852300242185,-6.832468930353247e-05,-0.023555171454435586,0.0033677765021048606,KN,1
0.846,0.846,0.015556196057709248,1.0395827815918675,0.02085042089358946,0.005569042000768638,0.010032855121208772,-0.024682124158563967,KN,1
0.828,0.828,-0.0008328528413094616,0.9978558469404586,-0.06146304675716441,-0.025779649011814225,0.025544525807790014,0.0057446808510638325,KN,1
0.836,0.836,-0.008704212839014125,0.9797316186748671,0.014069388537473637,0.0213591364124308,-0.041899221587893776,0.052823920265780755,KN,1
0.868,0.868,-0.06394230769230769,0.8522222222222222,-0.06178489702517165,-0.029897446661419587,-0.014129887565027734,0.04180790960451977,KN,1
0.84,0.84,0.00042406106479336847,1.0010633815533396,-0.026973026973026948,0.0018624017449783634,-0.01162495913853566,0.042167160878524415,KN,1
0.843,0.843,-0.0066641066257060455,0.9841451112506899,-0.012994350282485856,-0.014613395925762364,0.017126316322704685,-0.021165968803202498,KN,1
