,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8439,0.8439,-0.5005372350270358,0.30659630144583555,-0.12338952198537548,-0.1990539073735313,-0.20964713218742684,0.14212214868744685,1.0
std,0.012913816889930992,0.012913816889930992,0.030147871966745583,0.029342689420019774,0.05373933595999618,0.03645935342378033,0.02042081165490873,0.03889739015389848,0.0
min,0.822,0.822,-0.5522435897435898,0.26178234790059984,-0.18991859038697445,-0.25201271120215823,-0.2388250632939628,0.08572567783094101,1.0
25%,0.83675,0.83675,-0.5101605607422199,0.2886990596190977,-0.1539070783324144,-0.22511454745375908,-0.22249603261915263,0.11298822076175685,1.0
50%,0.845,0.845,-0.5057152508138285,0.30521795917274763,-0.1441701253779344,-0.19903092707174408,-0.21485952882507312,0.13742710756058923,1.0
75%,0.85275,0.85275,-0.4800715930637386,0.3227471035539398,-0.09545680926659955,-0.17558561832493297,-0.19861893641388415,0.17236513913760412,1.0
max,0.861,0.861,-0.44689436518230297,0.36493958631988527,-0.002137697184136811,-0.1389116755962878,-0.1771116391143961,0.19518156424581007,1.0
