,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.7227272727272727,0.7227272727272727,-0.30228534543563196,0.6186068265667892,-0.1926152693536085,-0.20811421380417147,-0.10511768816496103,0.15285023871063425,0.0,0.0,1.0
std,0.00978677897731118,0.00978677897731118,0.04524727887694211,0.05129904146305968,0.035318133311414514,0.04480884410028342,0.019384968815330937,0.03305537398288372,0.0,0.0,0.0
min,0.706060606060606,0.706060606060606,-0.3806110767436734,0.5204830286036782,-0.2690731021234264,-0.2831203394278339,-0.1421801265382169,0.11790141086422573,0.0,0.0,1.0
25%,0.7219696969696969,0.7219696969696969,-0.3212012155812858,0.5995802996778326,-0.20470359810313624,-0.22803011149735083,-0.11271481555056691,0.12621132281562095,0.0,0.0,1.0
50%,0.7234848484848485,0.7234848484848485,-0.2939250847484572,0.6317191043545254,-0.1803312404675545,-0.19912749185842907,-0.10272392270529102,0.1519206424316246,0.0,0.0,1.0
75%,0.7265151515151516,0.7265151515151516,-0.2828489583673453,0.6407883960571015,-0.1713618972665144,-0.18908380460758795,-0.09399086170945521,0.1631656233687617,0.0,0.0,1.0
max,0.7386363636363636,0.7386363636363636,-0.22875937730159224,0.6932278094135058,-0.1580752918829521,-0.12749280368234298,-0.07395218716261533,0.22691062982325116,0.0,0.0,1.0
