,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8977457733249843,0.8977457733249843,-0.0462347952224999,0.952530371440633,-0.019642242331750836,-0.07578455352448102,-0.05324828943898215,0.039763275928241096,0.0,0.0,1.0
std,0.003300887134697868,0.003300887134697868,0.007067221266426184,0.007218033237044484,0.005204847372928568,0.014960129180019445,0.036269452402637764,0.012166227604262898,0.0,0.0,0.0
min,0.8901064495929869,0.8901064495929869,-0.05430869921616144,0.9443065932411621,-0.02546577634156455,-0.10613806804742826,-0.10140669631067037,0.02041806101168825,0.0,0.0,1.0
25%,0.8967595491546649,0.8967595491546649,-0.05142708049244166,0.9471051023940898,-0.023864591423155307,-0.08225157157773019,-0.0789393591126433,0.03285290152271017,0.0,0.0,1.0
50%,0.8979336255479022,0.8979336255479022,-0.04888058127157652,0.9497882433654282,-0.020571143393807445,-0.07603480451572495,-0.04717573295728682,0.040416503951646345,0.0,0.0,1.0
75%,0.8994990607388854,0.8994990607388854,-0.04029171203166862,0.958624798166255,-0.01671447923374822,-0.06967068241997042,-0.031400920761086616,0.04770931196625229,0.0,0.0,1.0
max,0.902316844082655,0.902316844082655,-0.03339683356405765,0.965719345677848,-0.010817335064106981,-0.05323786600533592,0.014313335087606571,0.05934989516803002,0.0,0.0,1.0
