accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
0.7590881084411584,0.7590881084411584,-0.1384936713472117,0.797905517950172,-0.09546500696943172,-0.08240587031888671,-0.04820718935769269,0.06698425043748787,0,0,1
0.7529266789895256,0.7529266789895256,-0.09830398274645369,0.8535173326401854,-0.07077625570776258,-0.028996502238117755,-0.08627113060468056,0.12718646864686467,0,0,1
0.7652495378927912,0.7652495378927912,-0.19113498965472647,0.7169060323749727,-0.13044489050680996,-0.137121400853549,-0.018549374185313244,0.020341665790759078,0,0,1
0.747381392483056,0.747381392483056,-0.16188266557645137,0.7634617682198327,-0.11978550193103832,-0.09366253110835629,-0.07264712765048356,0.09948951884435753,0,0,1
0.7510782501540357,0.7510782501540357,-0.16014522230809902,0.7614442353896449,-0.10381708036240822,-0.12045299514679056,-0.021931355398393804,0.012215939400405412,0,0,1
0.7535428219346888,0.7535428219346888,-0.20879672944717892,0.6963861621864621,-0.1274442487386931,-0.13729908504308141,-0.06509677669122563,0.06157713043531962,0,0,1
0.7492298213185459,0.7492298213185459,-0.17792145970698858,0.7366323084090379,-0.14216511869037363,-0.11330683253392701,-0.05086874298609334,0.08288572933122698,0,0,1
0.7553912507701787,0.7553912507701787,-0.1518556995116469,0.7739400219934145,-0.09978075639045292,-0.06207858681200651,-0.11396360294192273,0.14602686952917368,0,0,1
0.751694393099199,0.751694393099199,-0.25759528966765816,0.6344972319301373,-0.1809349479019995,-0.19785482769757679,-0.020531984639790918,0.0179132419505815,0,0,1
0.7436845348120764,0.7436845348120764,-0.1471283843411345,0.7873035313329251,-0.11090240914659044,-0.11454349400266331,-0.010762570897938861,0.022447109778444108,0,0,1
