,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.8308774102246594,0.8308774102246594,-0.17236172583880066,0.27552552394395524,-0.1463930055493726,-0.11056322854727789,-0.06547261722563828,0.018356022403173845,0.0,0.0,1.0
std,0.0033858994109795884,0.0033858994109795884,0.013372362620096124,0.03398728526186292,0.03786066240599851,0.02421010452070559,0.02078256237910512,0.03460298590227288,0.0,0.0,0.0
min,0.8235450203431807,0.8235450203431807,-0.19804443786862844,0.2189265920068033,-0.22049466054335193,-0.1587081731483431,-0.10257124236444042,-0.025484663266836627,0.0,0.0,1.0
25%,0.8313063859897399,0.8313063859897399,-0.17893784003696578,0.25702473843175944,-0.1592742620007144,-0.12145031087602796,-0.07869169641603524,-0.010475770015174093,0.0,0.0,1.0
50%,0.8319918627277552,0.8319918627277552,-0.1719355793031495,0.2766150257786749,-0.14945721664275474,-0.10988374284808275,-0.06731011660272893,0.022390871251931815,0.0,0.0,1.0
75%,0.8325888908544136,0.8325888908544136,-0.16868821008323515,0.2886272973507232,-0.1317400264890185,-0.10290564063825228,-0.04757990295433185,0.04087159078253193,0.0,0.0,1.0
max,0.8346010967627808,0.8346010967627808,-0.14887326015486868,0.33987712850656016,-0.07104743912678424,-0.06464389848999555,-0.03844486366913188,0.07945671189248249,0.0,0.0,1.0
