accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
0.8901550148855354,0.8901550148855354,-0.19167544274773546,0.17806971160716836,-0.1193770764119601,-0.1218146129316031,-0.1608905603874366,0.036651466919039866,0,0,1
0.8941587106046607,0.8941587106046607,-0.16953492782636181,0.21511607487795456,-0.04881662893599503,-0.08113073752036909,-0.15759355307500528,0.00907029478458049,0,0,1
0.893337439687917,0.893337439687917,-0.12723626111235042,0.2592022130792043,0.03136378682555446,-0.03977704277724341,-0.12248783627274049,-0.07388098999473408,0,0,1
0.8919002155836157,0.8919002155836157,-0.14321762397250187,0.20752914735215622,-0.07061994609164418,-0.07516509569295016,-0.18587511721402128,0.07066167290886394,0,0,1
0.8897443794271636,0.8897443794271636,-0.20118072944122298,0.1825037025880463,-0.12761714016426548,-0.12992917786940722,-0.16778975858975403,0.056896937178627316,0,0,1
0.8954932758443691,0.8954932758443691,-0.15692620552197706,0.20172321538820367,-0.03864258347016969,-0.07759135375608461,-0.14484003200902762,-0.027390151078307,0,0,1
0.8927214865003593,0.8927214865003593,-0.18536349858731566,0.1837502079751539,-0.12056022408963588,-0.12174517136604317,-0.13349682546410135,0.015417331206804885,0,0,1
0.8924135099065804,0.8924135099065804,-0.22467338230765843,0.14825314766947387,-0.11241858550640421,-0.1471557035701176,-0.13214008203531585,-0.057971597537916864,0,0,1
0.8979570885946001,0.8979570885946001,-0.13235153049967865,0.24041730321923557,0.0211148922378869,-0.041138050060412254,-0.14969414736928993,-0.03959040630818089,0,0,1
0.8966225233548917,0.8966225233548917,-0.15457386571929427,0.20189412189833778,-0.03999313732572421,-0.07817842261312966,-0.13503477253741186,-0.03195995379283789,0,0,1
