,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.910211027910143,0.910211027910143,-0.10069599575513932,0.48396091442708455,-0.3347704364250606,-0.1682763674806567,-0.09889100372281064,0.21936193812055244,0.0,0.0,1.0
std,0.006795618054414398,0.006795618054414398,0.02397774386776908,0.08420698649290623,0.04535471033990012,0.028187900021932215,0.040512728767532716,0.0771390136524726,0.0,0.0,0.0
min,0.9012933968686181,0.9012933968686181,-0.13415791242782807,0.3681162324649298,-0.4197324414715719,-0.21281819112496217,-0.16654233185563921,0.07487179487179488,0.0,0.0,1.0
25%,0.904356705241661,0.904356705241661,-0.12111071281926301,0.407776262362187,-0.3546435488239231,-0.18922308373965893,-0.11888104853059772,0.1913367899289929,0.0,0.0,1.0
50%,0.908781484002723,0.908781484002723,-0.10196774986784618,0.4923158496316993,-0.3338857860043998,-0.1670816693750126,-0.09708105438311626,0.22164774284361843,0.0,0.0,1.0
75%,0.9160993873383254,0.9160993873383254,-0.0829006708409763,0.5522588489935956,-0.2999723024715239,-0.14357783827497303,-0.08219654169778204,0.24983625644005883,0.0,0.0,1.0
max,0.9203539823008849,0.9203539823008849,-0.0668467266205396,0.5902382472091598,-0.2759259259259259,-0.13237779758252372,-0.02686810181888114,0.3495180722891566,0.0,0.0,1.0
