accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
0.5929360945242028,0.5929360945242028,0.05079757595350859,1.1528344459122954,0.06143623629999012,0.046999388426110705,0.023420793029562514,-0.034218154080854324,0,0,1
0.5889975860754669,0.5889975860754669,0.06235426977114955,1.1918352748824852,0.07053478712357214,0.05792457706107482,0.02565300930496056,-0.033520151192127534,0,0,1
0.5896328293736501,0.5896328293736501,0.02682264336903223,1.0777747474621735,0.022625213246938003,0.022342817812875754,0.022540848506265088,-0.020527335444894268,0,0,1
0.5971287002922119,0.5971287002922119,0.05291811634028748,1.166430383479014,0.07177356104863553,0.050609785288128956,0.016199652562389033,-0.033089041076983794,0,0,1
0.5853131749460043,0.5853131749460043,0.05580688846693205,1.1743093922651933,0.07653768710584302,0.05562745808692593,0.0058084681714891395,-0.02277736958119031,0,0,1
0.5936983864820227,0.5936983864820227,0.045137103642908794,1.1385444721360434,0.04671544985863957,0.04332857208215776,0.003281176435925348,-0.0017181548651038492,0,0,1
0.5884893914369204,0.5884893914369204,0.06560914380169863,1.2043363462894106,0.06123559093084252,0.06312493091428567,0.0014608936397768335,0.007380291172262854,0,0,1
0.587218904840554,0.587218904840554,0.05229774473261389,1.1577790111022754,0.038581480736565976,0.0481155387707492,0.010034557072391648,0.005385433606414858,0,0,1
0.5912844619489265,0.5912844619489265,0.05603123746939126,1.1763434536499302,0.05770093827961986,0.05282594601780598,0.01304645965494211,-0.01243017858547718,0,0,1
0.5943336297802059,0.5943336297802059,0.03531986401624987,1.1043608516858971,0.03404539385847799,0.03191444539033397,0.014819340332539621,-0.013736534621736907,0,0,1
