accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
0.8256677870157438,0.8256677870157438,-0.11279231945353765,0.4565511783712851,-0.14462328846465722,-0.10048595820065215,0.003497562121836849,-0.04255037991410637,0,0,1
0.8330090217583584,0.8330090217583584,-0.0917773789212731,0.5209704638659963,-0.05132515955660055,-0.04145531020095827,-0.0648817289827812,0.056243275954814376,0,0,1
0.8332743675924288,0.8332743675924288,-0.1071799891561445,0.4553075109759385,-0.13264559904105105,-0.08969673155146499,-0.011089521640046146,-0.021463258200476454,0,0,1
0.8334512648151424,0.8334512648151424,-0.10225504328203888,0.49654244744928866,-0.11438651915641052,-0.07666290065632812,-0.045251793361465883,0.03997027866818953,0,0,1
0.8328321245356448,0.8328321245356448,-0.08540631071326404,0.5511321302350993,-0.06883096366508684,-0.05081622365337618,-0.04363577305538319,0.031012699446434366,0,0,1
0.834954891208208,0.834954891208208,-0.08533464466876074,0.5534922376250789,-0.10314296196649142,-0.06466290606047831,-0.060902742210579786,0.07437460716530486,0,0,1
0.8330974703697152,0.8330974703697152,-0.09894586266933814,0.49419543697754387,-0.1253886565064119,-0.07787141319780815,-0.06683708305046868,0.0799238628185554,0,0,1
0.831416946753936,0.831416946753936,-0.0694521969412853,0.6266896529548676,-0.05882600285930539,-0.03856063397684072,-0.07071370070920818,0.08687258687258687,0,0,1
0.827348310631523,0.827348310631523,-0.09799212840538711,0.5230262665569109,-0.05539519442008928,-0.04916964306315439,-0.046869494476814585,0.026768925412633204,0,0,1
0.832301432867504,0.832301432867504,-0.1034924255578883,0.48328013345943677,-0.10823736304780879,-0.07693546706968914,-0.018556882594653233,-0.011776001519921808,0,0,1
