accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
0.7219696969696969,0.7219696969696969,-0.2987539606850213,0.6185029080468233,-0.17812335785601685,-0.2107879743680074,-0.11040075039654004,0.13123195014439884,0,0,1
0.7265151515151516,0.7265151515151516,-0.29407585043076656,0.6335362479247371,-0.1710696254549724,-0.19623215356385387,-0.1134861706019092,0.15725689404934684,0,0,1
0.7219696969696969,0.7219696969696969,-0.3806110767436734,0.5204830286036782,-0.2690731021234264,-0.2831203394278339,-0.10454039430221154,0.14877377106056333,0,0,1
0.7075757575757575,0.7075757575757575,-0.2650997150997151,0.6647450909745992,-0.1580752918829521,-0.19421421510286496,-0.09354769179901075,0.11790141086422573,0,0,1
0.7265151515151516,0.7265151515151516,-0.2860239358131611,0.6413921005759613,-0.1855012427506214,-0.18737366777582895,-0.09532037144078859,0.16513519980856664,0,0,1
0.706060606060606,0.706060606060606,-0.22875937730159224,0.6932278094135058,-0.18253912307909215,-0.12749280368234298,-0.12671573869836517,0.22691062982325116,0,0,1
0.7242424242424242,0.7242424242424242,-0.2817906325520734,0.6389772825005221,-0.17223871270114044,-0.17816841839963227,-0.1421801265382169,0.1796419355434709,0,0,1
0.7310606060606061,0.7310606060606061,-0.2937743190661478,0.6299019607843137,-0.16373844064395016,-0.20202283015300426,-0.09012599960158225,0.12453778037269497,0,0,1
0.7386363636363636,0.7386363636363636,-0.36528095278412775,0.5520290732889158,-0.23468941382327213,-0.26795224502788095,-0.07395218716261533,0.12204530163713839,0,0,1
0.7227272727272728,0.7227272727272728,-0.3286836338800406,0.5932727635548356,-0.21110438322064118,-0.23377749054046532,-0.1009074511083705,0.15506751380268585,0,0,1
