,accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,0.7230303030303031,0.7230303030303031,-0.013981542874220543,0.9784947033064355,0.0014608965514856908,-0.0012088088095289662,-0.02334290679168379,0.020914335907883067,0.0,0.0,1.0
std,0.01048633725636261,0.01048633725636261,0.03281961211630287,0.052076885517161504,0.036610581688347736,0.037031614686952076,0.03877742721775236,0.039315631280360655,0.0,0.0,0.0
min,0.7068181818181818,0.7068181818181818,-0.0684827726026227,0.8961085211085212,-0.05288625476983033,-0.05700147021162105,-0.07925683049341482,-0.038035992001777374,0.0,0.0,1.0
25%,0.7174242424242424,0.7174242424242424,-0.029609700868504812,0.9509432810004458,-0.02800878247686761,-0.027733392717656707,-0.04479619415095854,-0.007500003309902789,0.0,0.0,1.0
50%,0.7234848484848485,0.7234848484848485,-0.021536210675976886,0.965240670382496,0.003810986360034241,-0.00729279506651162,-0.015483560173921003,0.026596435388807987,0.0,0.0,1.0
75%,0.727840909090909,0.727840909090909,0.015853338247704518,1.025577614952615,0.03583857930615511,0.027555846867362843,-0.007751898673645504,0.03901170133327257,0.0,0.0,1.0
max,0.7446969696969697,0.7446969696969697,0.029338643087757243,1.0493602846544023,0.04426162073220896,0.06185097456010935,0.05656460301058297,0.10059934905136145,0.0,0.0,1.0
