accuracies,acc_m,statistical_parity_difference,disparate_impact,equal_opportunity_difference,average_odds_difference,average_predictive_value_difference,false_discovery_rate_difference,FN-TN,FP-TP,seed
0.6059084765398726,0.6059084765398726,-0.2334859078181849,0.6700125589441008,-0.23391430892107756,-0.2145285066266301,-0.037021679947057184,0.0676987909323562,0,0,1
0.61633519984553,0.61633519984553,-0.19341276463355095,0.7172052131994678,-0.1847778409691474,-0.16671479431643874,-0.07663019350262174,0.09966694241044566,0,0,1
0.6080324386947287,0.6080324386947287,-0.25323789674999825,0.644864751804289,-0.2503513498072959,-0.22905786093651448,-0.06339903649830672,0.09567427456044703,0,0,1
0.6064877389457424,0.6064877389457424,-0.20936868859299718,0.70520679015379,-0.20640962894484027,-0.18296766032222248,-0.0890762698986517,0.12092569699854877,0,0,1
0.6151766750337903,0.6151766750337903,-0.23437237218058266,0.6741581109958233,-0.2272817522991255,-0.20821799865711982,-0.06944385435321307,0.10233158362834172,0,0,1
0.6132458003475575,0.6132458003475575,-0.2378247943802314,0.6686551787834807,-0.24822486609894578,-0.21331792759402277,-0.03958941817253833,0.0911213504151317,0,0,1
0.6084186136319752,0.6084186136319752,-0.2408953071250995,0.6629803071330476,-0.23859215659880462,-0.21993477399234299,-0.04970596711530578,0.08099179740220624,0,0,1
0.6088047885692218,0.6088047885692218,-0.22829137379804604,0.682796615341233,-0.21317978217866806,-0.20829148748184492,-0.06530061713252738,0.0834994154651228,0,0,1
0.612280363004441,0.612280363004441,-0.22594242827888378,0.6838745424080853,-0.21221388218211878,-0.20349816527984996,-0.07095083601060409,0.09082977411521825,0,0,1
0.6182660745317629,0.6182660745317629,-0.22854404235734443,0.6740317344582748,-0.22087681739192921,-0.20347275984100277,-0.0573848488300103,0.0847862023363456,0,0,1
