F1v,N1,N2,N3,LSC,T1,T2,T3,T4,C1,C2,L1,L2,L3,N4,density,clustering_coefficient,hubs,att_value,att,dataset
0.058148157784709796,0.3129416515243287,0.016163155179174996,0.2025035332121946,0.9848539526138881,0.27579244902079547,0.0004037956793862306,0.0004037956793862306,1.0,0.023789857562699024,0.06351302677392257,0.8434958499613916,0.14859681001413286,0.8903694730466384,0.8096103371693922,0.8362612597185759,0.027254704250335493,0.9997981021603068,0.0,A,S4E4_0
0.04177809313925798,0.2397463839904894,0.02065571788439494,0.16524668119675057,0.9591173266519601,0.21636615811373092,0.00039627501486031304,0.00019813750743015652,0.5,0.11704432320165659,0.27261583507034426,0.8582115512918711,0.11472161680206062,0.888646720824252,0.8466415692490589,0.42552579695935155,0.006866404250939873,0.9998018232263178,1.0,A,S4E4_0
