complete_name,F1v,N1,N2,N3,N4,LSC,T1,C1,C2,L1,L2,L3,density,cls_coef
S3A11,0.0113608152647902,0.09040514819889492,0.0018933032804754005,0.05993273565652271,0.12170307368359068,0.045075093650400855,0.0776581018698812,0.011906259620035942,0.013199183344455467,0.025795543139850774,0.0523060217600827,0.16013654966552848,0.013523808813046045,0.034784305056244
S3A2,0.0032631146933540037,0.0211666702869866,0.007750007502898601,0.018037513794718907,0.0021867932250493327,0.001158255835323474,0.02236329602083642,0.0294058850217218,0.0777741510270576,0.0033451337006357162,0.003477427265473204,0.014611531074885664,0.007573532129601435,0.0138608719877138
S3A3,0.004641401077096402,0.03698006755876948,0.004238767638105101,0.02353271935108181,0.005496125637661331,0.003561732276927798,0.0347669920114142,0.0418389931513553,0.1084593263599036,0.005011560521803071,0.015208903858744877,0.003466946339378607,0.010827600912453605,0.015069990198261001
S3A4,0.004529806953997295,0.05270437695874802,0.006743321958811301,0.03446788558237021,0.015693986720666575,0.005772456642283652,0.04829674750060922,0.0550395336461817,0.1384026594672731,0.012650101912600631,0.0273479364636659,0.002795647023370762,0.013932488985494151,0.016654173074435202
S3A5,0.0056876760912040955,0.0829754517109132,0.0035049306108440002,0.052805585901570196,0.03197250509054972,0.010036117790604648,0.07099723331553578,0.07264309945118749,0.1694431740233485,0.020409867804131232,0.039647503253387506,0.004520399422492938,0.018261786898873145,0.019723283404554
S3A6,0.009309201658625602,0.08688063677306529,0.006609716970739199,0.05297248064839011,0.05613516010274666,0.00785894132880427,0.07529493306028517,0.0821524036939463,0.17289173056224827,0.02168220120679709,0.04036108630558599,0.004011954496299319,0.022157918062354343,0.0226338249768553
S3A7,0.011704670568157098,0.10817043793989642,3.1508323043400593e-05,0.0764354338349337,0.06767717995562084,0.028027137631297605,0.09643924137136761,0.0847143066818963,0.15777694511377,0.027525323183020145,0.0471981304268045,0.01413692913905873,0.02348643689107588,0.025762685994775804
S3A8,0.012958781401296797,0.11254334432990507,0.003028020323251699,0.0743299677959545,0.08419895982008962,0.03997811971321252,0.09707009711378109,0.07364532760619802,0.12191863370574368,0.02972446199755585,0.05308961099802781,0.044185864262966223,0.02133188711673306,0.028407373896610105
S3A9,0.011528199401579002,0.11370844727840157,0.0037164391858243006,0.07820623030250949,0.07988881897604472,0.047306223913475054,0.10307322755038639,0.06673446670840333,0.09751751473994008,0.034895840350647744,0.059564223094752594,0.055957264383880934,0.020645470642677743,0.030601645048843502
S4A0,0.005437167401115502,0.03401928594410608,0.0087569460100838,0.022082991253107087,0.012380893975791785,0.0011409864825812077,0.03326461926175808,0.0090198607477736,0.024255540687417997,0.00982901018379978,0.013376781972455093,0.0013071555002600599,0.004425153737560139,0.0119963077406496
S4A1,0.0067640598126553,0.03288310555120649,0.004541868369355401,0.024655018517436206,0.017264045451056087,0.0027548449463512537,0.032487110561089216,0.0230207884207439,0.0613733885057412,0.00961092099928551,0.017384656108213686,0.0016987501015588435,0.01518354275694267,0.013365376003844402
S4A10,0.014844169745878502,0.07242903982995938,0.009344217472154998,0.03868517822234771,0.024391795259029125,0.011301559425436203,0.05906761921483378,0.0909579638141603,0.2062343128561134,0.012922235159049889,0.032693888832017196,0.01734293242150886,0.4071769968517248,0.0193469478948432
S4A11,0.018312100365458696,0.07283283550934558,0.0082291398118827,0.039287111409164105,0.01666327236674625,0.011332072283658956,0.059273277386789974,0.0910923248712723,0.20643910249170708,0.0131454702366125,0.032895786671710295,0.016348484552095033,0.4079670847007652,0.019961261234233998
S4A2,0.010071193421299099,0.02748450853117379,0.0038356477208390007,0.01719607944557991,0.02213591592953157,0.013033415630066214,0.02922666246789571,0.0408924909255058,0.1062153609471732,0.0046337771931522775,0.0157845147197207,0.00608785792312605,0.043909706597576426,0.015104401366394
S4A3,0.014179058161080504,0.060641158252743216,0.0053588186296376975,0.031114589285109295,0.03305228049950493,0.023985685501286436,0.053848358040916505,0.0565947917774923,0.142078818560334,0.01638092656185719,0.027130997294921008,0.008170761968527396,0.09574687579354701,0.0168675515195107
S4A4,0.020382205315477894,0.06495245919929482,0.004391044686289501,0.03140297476685042,0.02898164081778265,0.037862594623441104,0.05297424080391738,0.0664862499014993,0.162379977846878,0.017051086560778472,0.0299801290442024,0.009850790415841026,0.15828415738814572,0.0177690382358686
S4A5,0.018540021449789203,0.0688588043639537,0.011881942743527,0.0377095320142487,0.011974498066649186,0.01811731761821156,0.05766937566603389,0.0829284212486657,0.1935879699950871,0.014198536054051525,0.031718242623918314,0.011238273013803535,0.28413986990683715,0.0192003212392658
S4A6,0.0219931288423639,0.0722910676387366,0.012448618346238397,0.03992288758634721,0.025886647344159353,0.012592399201692528,0.0589146056945592,0.08842675290199309,0.2026030070990584,0.015064279489880095,0.03432787321087691,0.014793467150757467,0.36444101685060715,0.0193222906891924
S4A7,0.0318219869916542,0.0732779948436244,0.017027067543389,0.03874158320629212,0.012630236007653561,0.012463203173861181,0.05971843672106869,0.0893837800816702,0.2037060103024746,0.012362834352026675,0.032323936142997695,0.013861784827307266,0.39158050044030035,0.020222849776503397
S4A8,0.0315425977372774,0.07244408115901119,0.008755371567041901,0.039496529913383094,0.026252839700915964,0.010906951317583347,0.05947893555874598,0.0903212459457749,0.2051536665700458,0.013781778931378996,0.0336883367014309,0.015780394355645266,0.40199940873137324,0.0201635725902365
S4A9,0.0361003231192993,0.0726384583341784,0.0124709941368134,0.0390964945662598,0.028757180984511854,0.011250928030875351,0.05927703771905288,0.0906893155822742,0.20582376965377822,0.013326399776489306,0.033090163846877504,0.01591576631711178,0.4060920065124168,0.0195374939714144
