Dataset,Att,Measure,Acc,SP,EO,PP
S2C2,Y,std,0.0424112144498493,0.2298150447080648,0.2145692771732315,0.0672346785983709
S2C3,Y,mean,0.5929,-0.0701240263360347,-0.054855690231892,0.1290024279945285
S2C3,Y,std,0.0449652952595418,0.2298150447080648,0.2177492790811944,0.0597932661864023
S2C4,Y,mean,0.588,-0.1212949323160564,-0.1353391242804483,0.151033429771675
S2C4,Y,std,0.0500932463844512,0.2475727373432034,0.2647953802704954,0.1657649056085992
S2C5,Y,mean,0.5899000000000001,-0.1842086713559322,-0.2420452080511406,0.2651856907032326
S2C5,Y,std,0.049525414351287,0.2306194824961804,0.2217242194267394,0.1857420115629537
S2C6,Y,mean,0.6172000000000001,-0.2740003864396629,-0.2997243900188441,0.3254601618229161
S2C6,Y,std,0.0266283057415725,0.1814390231549039,0.1881862467852451,0.1927492899249098
S2C7,Y,mean,0.6261,-0.2740003864396629,-0.2928925036153571,0.4054400910737243
S2C7,Y,std,0.0313916124678764,0.1814390231549039,0.194752959721017,0.1993643884900399
S2C8,Y,mean,0.6827,-0.503978005501407,-0.5705551650458268,0.0430631090569279
S2C8,Y,std,0.0570147154494151,0.2989266410983111,0.2912251494392793,0.3962061685087166
S2C9,Y,mean,0.6958,-0.503978005501407,-0.5635747793163921,0.0815509124143195
S2C9,Y,std,0.0682019875891539,0.2989266410983111,0.2937770693626225,0.39767459949934
S2D0_0,Y,mean,0.845635841046897,0.0054513548721286,0.0079863880451814,0.020537487438062
S2D0_0,Y,std,0.0138812351267721,0.0289409339578475,0.0325998057238132,0.0388277640749983
S2D0_1,Y,mean,0.8444255133245958,-0.0199315199339415,-0.0389120628866624,-0.0126935386934388
S2D0_1,Y,std,0.0197109742174418,0.0632865785705799,0.103496817143615,0.0839171248339895
S2D0_2,Y,mean,0.8469803607214429,-0.0131258128704137,-0.0691300730045841,-0.0349390252824933
S2D0_2,Y,std,0.0128855845009805,0.3252678134248367,0.355339313664911,0.215629776152969
S2D0_3,Y,mean,0.8438084150061661,-0.2486079288081082,-0.0417156286721503,-0.1415337877963765
S2D0_3,Y,std,0.0162486344080587,0.3511262107930449,0.3201783936747547,0.0273889426652
S2D1_0,Y,mean,0.8513887994043913,-0.128588019635406,-0.0444421486510617,0.0199618976242641
S2D1_0,Y,std,0.0073342996727549,0.0300652676306737,0.047956822086674,0.0475672490468036
S2D1_1,Y,mean,0.8477282656181739,-0.1120444804389017,-0.0260191339500519,-0.0400738876921226
S2D1_1,Y,std,0.0192009996923942,0.0547006339192042,0.1515260627406813,0.0908327230371737
S2D1_2,Y,mean,0.8505867735470941,-0.1834227616447711,-0.0040538178519264,-0.1332245003719096
S2D1_2,Y,std,0.0124082560918085,0.2967075502368319,0.3806926608922116,0.0187789872327757
S2D1_3,Y,mean,0.8462237132472253,-0.2506271167037817,0.2082843713278496,-0.1399304801778461
S2D1_3,Y,std,0.0163615776738213,0.3522090384976223,0.033374996918519,0.0271467638828545
S2D2_0,Y,mean,0.8580757969489365,-0.229529249264957,-0.0377736166806889,0.0316851261442514
S2D2_0,Y,std,0.0107048197147977,0.0392624340119329,0.0702165818050076,0.0331564649367201
S2D2_1,Y,mean,0.8493752730449978,-0.1768097493729868,-0.0346162378954001,0.013643135200215
S2D2_1,Y,std,0.0170009464630962,0.058806370588128,0.1394588390930581,0.0847114739740147
S2D2_2,Y,mean,0.8497851703406812,-0.2760954645287417,-0.3676190877819925,-0.0333866816554806
S2D2_2,Y,std,0.0125502564551642,0.1615531343349812,0.3613820447712545,0.3026757889985966
S2D2_3,Y,mean,0.8464245148309211,-0.2513846986575865,0.2101308038808039,-0.1397480469277221
S2D2_3,Y,std,0.0153396855800989,0.3523322251289854,0.0359862468769141,0.0263339564725284
S2D3_0,Y,mean,0.8616902547802618,-0.4497871998700279,-0.1451610185476762,0.0534137531108254
S2D3_0,Y,std,0.0106325238743298,0.0259071828593636,0.0495815813480782,0.0876936510714921
S2D3_1,Y,mean,0.8526746647847565,-0.3207618112682618,-0.0786411718672069,0.0708780730986732
S2D3_1,Y,std,0.0182522777473104,0.0656380774089454,0.2641927629168812,0.2324169516368951
S2D3_2,Y,mean,0.8491839679358717,-0.3972033765737163,-0.7797356828193832,-0.0359154107452953
S2D3_2,Y,std,0.0123043082436497,0.0592968591313655,,0.3161681544369131
S2D3_3,Y,mean,0.8462229019276952,-0.4076346986575865,,-0.1397480469277221
S2D3_3,Y,std,0.015080656904866,0.0284553380253864,,0.0263339564725284
S2D4_0,Y,mean,0.8840284489115107,-0.6102985554762601,-0.1840682069023393,0.0778373229035668
S2D4_0,Y,std,0.006025268945475,0.0171261571953782,0.0955033861935381,0.1236710041117135
S2D4_1,Y,mean,0.851572403132036,-0.4173612976319935,-0.2126054255461901,0.1789411076594899
S2D4_1,Y,std,0.0142330009158917,0.0456494551484159,0.3802497449256035,0.401235212532679
S2D4_2,Y,mean,0.8493851703406813,-0.4156849781613223,,-0.1358152075172385
S2D4_2,Y,std,0.0118005028733858,0.0257615665405622,,0.0194324470049193
S2D4_3,Y,mean,0.8474301453884598,-0.4091488360482095,,-0.1386324950191666
S2D4_3,Y,std,0.0145265112415783,0.0286610652701614,,0.0252685145306837
S2E0_0,Y,mean,0.8454,-0.0267186455079883,-0.0106548422214873,0.0036014522523076
S2E0_0,Y,std,0.0124650622853549,0.0224366488810589,0.0305771954834812,0.0339726222887126
S2E0_1,Y,mean,0.8541000000000001,-0.1401932741629234,-0.0333676682100912,0.0170703788364243
S2E0_1,Y,std,0.0163465932570401,0.0267182670202876,0.0299572392471005,0.0325581622070302
S2E0_2,Y,mean,0.8596,-0.2798775274977725,-0.0659071888585663,0.0096351901185305
S2E0_2,Y,std,0.0113744352729169,0.0254271099649243,0.0410576097801374,0.0297613215046525
S2E0_3,Y,mean,0.8804000000000001,-0.5130679596957017,-0.1454253104006436,0.0460407803980965
S2E0_3,Y,std,0.0127121988656565,0.0289231144537744,0.0338739793813437,0.0299337535138581
S2E0_4,Y,mean,0.9031,-0.6949271264751278,-0.2144860775899597,0.0918356386983242
S2E0_4,Y,std,0.0124583751392832,0.0221500744941664,0.068139510954702,0.0275814633613205
S2E1_0,Y,mean,0.8541000000000001,-0.1401932741629234,-0.0333676682100912,0.0170703788364243
S2E1_0,Y,std,0.0163465932570401,0.0267182670202876,0.0299572392471005,0.0325581622070302
S2E1_1,Y,mean,0.8583999999999999,-0.2682231740752675,-0.0567814248613748,0.0095906471557557
S2E1_1,Y,std,0.0107206964947867,0.025845452598505,0.0418650700630127,0.0321132425596981
S2E1_2,Y,mean,0.8671,-0.4098693342571186,-0.1200525208732713,0.0218701458506057
S2E1_2,Y,std,0.0111100555054119,0.0298883334882977,0.0539347280366306,0.0419660116828952
S2E1_3,Y,mean,0.8917999999999999,-0.6015946653997235,-0.1839033294892227,0.0645186726473195
S2E1_3,Y,std,0.0131047065336593,0.0305001998740731,0.0451252345121379,0.0359751004519151
S2E1_4,Y,mean,0.9217,-0.775930331739757,-0.223102356124059,0.0756242129495711
S2E1_4,Y,std,0.0095108125602156,0.0204452585634211,0.0851135984580089,0.0407874379232529
S2E2_0,Y,mean,0.8596,-0.2798775274977725,-0.0659071888585663,0.0096351901185305
S2E2_0,Y,std,0.0113744352729169,0.0254271099649243,0.0410576097801374,0.0297613215046525
S2E2_1,Y,mean,0.8671,-0.4098693342571186,-0.1200525208732713,0.0218701458506057
S2E2_1,Y,std,0.0111100555054119,0.0298883334882977,0.0539347280366306,0.0419660116828952
S2E2_2,Y,mean,0.8788,-0.5090661526003436,-0.1490804307653627,0.0467617309707827
S2E2_2,Y,std,0.012488216668346,0.02752037196767,0.0370369292989685,0.0298306155192767
S2E2_3,Y,mean,0.9036,-0.6871101988747742,-0.2039057048278144,0.0886698855730316
S2E2_3,Y,std,0.0117586847337049,0.0215706976093256,0.0582025383192858,0.0243710817014268
S2E2_4,Y,mean,0.9354,-0.8322785198025053,-0.2310842092507112,0.1216642674112226
S2E2_4,Y,std,0.0066030296076876,0.0196622105190726,0.0594551708873192,0.0464774303818217
S2E3_0,Y,mean,0.8804000000000001,-0.5130679596957017,-0.1454253104006436,0.0460407803980965
S2E3_0,Y,std,0.0127121988656565,0.0289231144537744,0.0338739793813437,0.0299337535138581
S2E3_1,Y,mean,0.8917999999999999,-0.6015946653997235,-0.1839033294892227,0.0645186726473195
S2E3_1,Y,std,0.0131047065336593,0.0305001998740731,0.0451252345121379,0.0359751004519151
S2E3_2,Y,mean,0.9036,-0.6871101988747742,-0.2039057048278144,0.0886698855730316
S2E3_2,Y,std,0.0117586847337049,0.0215706976093256,0.0582025383192858,0.0243710817014268
S2E3_3,Y,mean,0.9354,-0.8322785198025053,-0.2310842092507112,0.1216642674112226
S2E3_3,Y,std,0.0066030296076876,0.0196622105190726,0.0594551708873192,0.0464774303818217
S2E3_4,Y,mean,0.9668,-0.9165200499974462,-0.2964720829521343,0.129668292963697
S2E3_4,Y,std,0.005769652406245,0.0092465891947533,0.0480539480321736,0.0386171818483328
S2E4_0,Y,mean,0.9031,-0.6949271264751278,-0.2144860775899597,0.0918356386983242
S2E4_0,Y,std,0.0124583751392832,0.0221500744941664,0.068139510954702,0.0275814633613205
S2E4_1,Y,mean,0.9217,-0.775930331739757,-0.223102356124059,0.0756242129495711
S2E4_1,Y,std,0.0095108125602156,0.0204452585634211,0.0851135984580089,0.0407874379232529
S2E4_2,Y,mean,0.9354,-0.8322785198025053,-0.2310842092507112,0.1216642674112226
S2E4_2,Y,std,0.0066030296076876,0.0196622105190726,0.0594551708873192,0.0464774303818217
S2E4_3,Y,mean,0.9668,-0.9165200499974462,-0.2964720829521343,0.129668292963697
S2E4_3,Y,std,0.005769652406245,0.0092465891947533,0.0480539480321736,0.0386171818483328
S2E4_4,Y,mean,0.9819,-0.950022639314765,-0.2969502634982985,0.1659703684580508
S2E4_4,Y,std,0.0018529256146249,0.0088438255962232,0.0656050912041748,0.0801635875364397
S2F0_0,Y,mean,0.8343353114081303,-0.0706901875323553,-0.0626000105547342,0.0591968560724093
S2F0_0,Y,std,0.0134656571639131,0.0231602491554982,0.0258089043918109,0.0476194417047756
S2F0_1,Y,mean,0.820980982065471,-0.2048092749721735,-0.198100636154376,0.1466747075829191
S2F0_1,Y,std,0.0133796840270807,0.0459347147422962,0.0547325776096648,0.0502808814754421
S2F0_2,Y,mean,0.8302575721781957,-0.3345040535790898,-0.3357630231336717,0.1770806716811486
S2F0_2,Y,std,0.0107666337601463,0.045404898388378,0.0864897279599834,0.0660596799752324
S2F0_3,Y,mean,0.8475292012192496,-0.4145537732004342,-0.5055885968469853,0.2981403458512603
S2F0_3,Y,std,0.0167195382666947,0.0300211079399468,0.0986384557140103,0.1493909666581722
S2F1_0,Y,mean,0.8327563640397095,-0.2173682584889941,-0.1242305795863829,0.0623293494546053
S2F1_0,Y,std,0.0090797664028255,0.023635669312145,0.0393917315588113,0.0480472012756687
S2F1_1,Y,mean,0.8242785630153122,-0.3690308660394789,-0.3166599490142193,0.1849442748865692
S2F1_1,Y,std,0.0134166052253804,0.0476862299290509,0.0724114346338234,0.053349687687038
S2F1_2,Y,mean,0.8416246089527449,-0.4633186564634684,-0.453309547229422,0.255351764096195
S2F1_2,Y,std,0.013897578718571,0.0367573249192359,0.1025752981456464,0.0980794878456641
S2F1_3,Y,mean,0.8535634818476321,-0.5058915486191727,-0.6615034604456393,0.3219704364794983
S2F1_3,Y,std,0.0122685270098046,0.0302594275543093,0.0995890857578169,0.2467509988994551
S2F2_0,Y,mean,0.8478138761022684,-0.3706807144205637,-0.1916048944907541,0.0825251440805835
S2F2_0,Y,std,0.012361989920976,0.0252770171566281,0.0514780760073197,0.0448744912337506
S2F2_1,Y,mean,0.8489115941062739,-0.522194740765943,-0.4427929131915574,0.2057094572652058
S2F2_1,Y,std,0.0173632915744887,0.0341692466683893,0.0842753444067886,0.070406781329547
S2F2_2,Y,mean,0.8587497941856552,-0.5840047669746502,-0.6935536325807098,0.4238722435419657
S2F2_2,Y,std,0.0131881617942553,0.0238264138575224,0.120418095939297,0.2494850913649169
S2F2_3,Y,mean,0.8674807757643039,-0.5716854029976524,-0.8402050399998535,-0.1258457057995088
S2F2_3,Y,std,0.0100238900328669,0.030697900591784,0.015482735016528,0.0209996808985376
S2F3_0,Y,mean,0.8753002052021518,-0.6019167851143834,-0.2991267433524945,0.1446917642883972
S2F3_0,Y,std,0.0108198685997424,0.0183371044013091,0.0707808075693736,0.0419584717029216
S2F3_1,Y,mean,0.8932256594884104,-0.7147026625981765,-0.6387375751639848,0.2532013052338432
S2F3_1,Y,std,0.0144197314288731,0.0212406724285494,0.1129004674414515,0.2397478089672882
S2F3_2,Y,mean,0.8939277609546922,-0.712364565833968,-0.8911072529830418,-0.0987330925075876
S2F3_2,Y,std,0.0058370036767611,0.0154354140832602,0.0094018339193649,0.0144178577247225
S2F3_3,Y,mean,0.8730480282896531,-0.6405883419390535,-0.8521556352787888,-0.1168841755216928
S2F3_3,Y,std,0.012804365196617,0.0267462049530679,0.0115908849230161,0.0246794020761256
