complete_name,F1v,N1,N2,N3,N4,LSC,T1,T2,T3,T4,C1,C2,L1,L2,L3,density,cls_coef,hubs,Cluster,Acc_KN,SP_KN,EO_KN,PP_KN,Acc_DT,SP_DT,EO_DT,PP_DT,Acc_LR,SP_LR,EO_LR,PP_LR
german_Sex,1.588903552190689e-07,0.0478260869565216,0.014049123340653,0.0357643758765778,0.0023375409069658,0.0007829854998152,0.0054698457223002,0.0142122487143525,0.0092099111734456,0.125,0.0844303475663466,0.170402873253793,0.0284875512182087,0.0457690509583917,0.0503506311360448,0.0414074130761382,0.0020580796059984,0.0017953406861344,2,0.6983999999999999,-0.1386393714766819,-0.0878750151376508,0.0358802679331891,0.6428,-0.0885568787934517,-0.036383255552132,0.0288541244347068,0.7264,-0.0772389599925534,-0.0037871225309102,0.0246513289781387
heart_Sex,0.0031652606307452,0.1149034130717646,0.0352775449449884,0.0080572515263737,0.0061555399859873,0.048100529491656,0.0054549094184765,0.0327294565108597,0.0327294565108597,0.0,0.1684524796235411,0.3577184036661305,0.1034075873050226,0.0668601741567411,0.0720148133319987,0.0319430891026581,0.0944918932038631,0.0057602490918525,2,0.6671052631578946,-0.0577796332208096,-0.0031853516318114,0.2920048695191379,0.6802631578947368,-0.2120303302362125,-0.141768122060557,0.2381204251138461,0.7447368421052631,-0.3269416969585036,-0.2548987332607267,0.2156212969052853
hrs_gender,1.1475415094045869e-10,0.0477778756613462,0.0117831043002581,0.0323615910614234,0.000278251028476,0.0033192189882369,0.0,0.0011875868638037,0.0010326842293945,0.0,0.1165709210119821,0.0913706087217762,0.0229772353736347,0.0236007600495536,0.1152126087724865,0.0233323496743804,0.0071845356727897,5.206654174738645e-05,0,0.8987476518472135,0.0149738200211559,0.0064992398339791,-0.032253499879242,0.8618659987476519,0.0243676746835787,0.0101331575782131,-0.0257740776195848,0.9032247964934254,0.0297240111733712,0.0126653727018096,-0.023827849453352
hrs_race,3.4424743009280207e-10,0.0900463164218421,0.0253659703070874,0.0655969847041638,0.0193251527265881,0.0005229632584879,0.0,0.0043631891414762,0.0037940775143271,0.0,0.1862195468155272,0.1626585368447516,0.0349932292842337,0.0360169824674228,0.135759876993738,0.0416372909459423,0.0297659149896022,0.0001910909013463,2,0.8977457733249843,-0.0462347952224999,-0.0196422423317508,0.039763275928241,0.8618659987476519,-0.0746353700216586,-0.0530093715828791,0.0412512904418331,0.9032561051972448,-0.0638000598001485,-0.0284959875451169,0.0305451025541152
lsat_gender,0.1475228239775015,0.070377317845129,0.0180497780583238,0.0551995719990814,0.0004372805844294,9.31305765073942e-05,0.0313523456012726,0.0001223874307871,0.0001223874307871,0.0,0.0636601980632693,0.1583901498607556,0.0339729052026009,0.0806447947465727,0.0140469996141362,0.0147284107165246,0.0305872336924977,2.4477486157636896e-05,2,0.6112956169144622,-0.2285375575914919,-0.2235822385391953,0.0917525828264163,0.5602432902104654,-0.1289965913348554,-0.1276467430519613,0.1087203182125084,0.6379803050782005,-0.1778354972525213,-0.1510251581821934,0.087563895192609
lsat_race,0.0504615807883977,0.0420052357906527,0.0156166726488251,0.0352600364038133,0.0445462894314273,0.0003588205189544,0.2344757544559899,0.0012110974089708,0.0012110974089708,0.0,0.0190369997496519,0.0478870011350285,0.0725250042933421,0.0029569819028257,0.051760197228028,0.0342151251171151,0.0573714790892927,0.000242219481794,0,0.6115852481173971,-0.3668951799636739,-0.341299997131367,0.1382498699152953,0.5602432902104654,-0.1817984270273892,-0.1812395916336166,0.2097453343906845,0.6378451438501641,-0.5883537506271337,-0.5379179885064727,0.082271053873223
nursery_finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0011384992579641,0.0,0.0,1.0,0.0011384992579641,0.0,0.0,1.0,0.0011384992579641,0.0,0.0
older-adults_sex,0.0243632979173485,0.1547619047619047,0.0223431963488697,0.2023809523809523,0.0,0.0007086167800454,0.0,0.1666666666666666,0.0714285714285715,0.0714285714285715,0.0184259243065007,0.0436472588873592,0.1269779588039918,0.0357142857142857,0.2142857142857144,0.0226794593905393,0.0243659420289854,0.0122282608695651,0,0.6166666666666666,-0.7336030636030636,-0.685,-0.0348015873015872,0.4666666666666667,-0.3302181152181151,-0.375,0.2640873015873016,0.6222222222222222,-0.5833202908202908,-0.53,-0.0904761904761904
oulad_Sex,0.0018958632067535,0.0038913172404261,0.0141229930310669,0.0086292336129865,0.0067437345390363,5.718971849200116e-06,0.0223048575099167,9.701618527750006e-05,9.701618527750006e-05,0.0,0.0053677410111039,0.0147029661275693,0.0159752955421716,0.0012541500301163,0.0227689158240093,0.0131141319788069,0.0224595962957369,1.077957614192826e-05,0,0.5909033159700166,0.0503094587563772,0.0541186338489124,-0.015925119466969,0.555024774488629,0.0305786680026722,0.033923657935728,-0.0239853671655688,0.6106339728115868,0.1109405009155939,0.1238297652437966,-0.0073639277859982
parkinson_sex,1.746855055500363e-09,0.0371474512143363,0.105680264444736,0.0257155747423204,0.0622005854386567,0.0982135193513453,0.0218641453033939,0.0048639999059193,0.0011810872096193,0.0588235294117647,0.1979793210009098,0.2023375163592178,0.0174054298325254,0.0424985593889885,0.3775264147655411,0.1757608190678967,0.0047344068199033,0.0002864046825962,0,0.910211027910143,-0.1006959957551393,-0.3347704364250606,0.2193619381205524,0.9160653505786248,-0.0884780177978916,-0.2343518236054423,0.1921773717660613,0.8763104152484683,-0.1081413854833988,-0.4510140027339789,0.4103932881954901
ricci_Race,0.0448637601252021,0.1099999999999999,0.0337006137921019,0.1217647058823528,0.0052941176470587,0.073987197231834,0.0317647058823528,0.0158823529411765,0.0158823529411765,0.0,0.0879131957291309,0.1945342681356416,0.0869459740894029,0.0776470588235294,0.0041176470588235,0.0840186820997055,0.0583397481995699,0.0057022809123647,2,0.8766666666666667,-0.4425619620317763,-0.3326587301587301,-0.0144444444444444,0.8866666666666667,-0.3404000785076637,-0.2241269841269841,0.1398931623931623,0.9366666666666668,-0.3322839505695543,-0.0778571428571428,0.0176190476190476
singles_sex,0.0795448878817774,0.054620616270978,0.0243760393037084,0.0550383551002574,0.0272228156203977,0.0030826651684563,0.0203412511530806,0.0003393495816543,0.0002776496577171,0.0,0.0924490062912738,0.205593103601673,0.0089933146461318,0.052559737664061,0.0741542053049797,0.0324200788912671,0.0205283253547171,3.14232077620602e-05,0,0.720028409090909,-0.050825146578001,-0.0132097107264532,0.0682289688465947,0.6835227272727272,-0.0852112245702901,-0.0688131781118119,0.0899943060258663,0.7120738636363637,-0.1463175442334921,-0.1080346342974359,-0.0444551032801173
student_sex,0.0149463265200244,0.0095604546614578,0.0022357198940106,0.0034060346689177,0.0037593984962406,0.0028405719796574,0.0,0.0424920002355758,0.0318420071065392,0.0270270270270269,0.0190530045068748,0.0502971436085865,0.0037449735366842,0.0334419599913623,0.0591295471053613,0.0006720889396867,0.0637447441216502,0.0020435183053189,0,0.6822085889570553,-0.0936978373420876,0.0618402227204699,0.0339760100478265,0.6570552147239264,-0.0974333507947844,-0.0574108923836683,0.1166527547250984,0.7319018404907974,-0.1495362048447583,-0.071352280096018,0.0630965930285273
wine_color,3.601997025930747e-06,0.0553867779870081,0.0107335713073654,0.0386538336920415,0.0060637223832031,0.0012946139122199,0.040729778613166,0.0046311900179795,0.0031637645999626,0.0909090909090909,0.0763968680511931,0.1864486051712965,0.0411705943923824,0.0104303387041794,0.1100446362667654,0.1612003998717197,0.0912691164551388,0.0004213668557487,2,0.7529266789895256,-0.1693258094307549,-0.118151621634556,0.065706792414462,0.7538508934072705,-0.1084651181744674,-0.0555675902696143,0.0858394559059976,0.7435613062230437,-0.2258499495411701,-0.1425431638797929,0.0279865339917659
