F1v,N1,N2,N3,N4,LSC,T1,T2,T3,T4,C1,C2,L1,L2,L3,density,cls_coef,hubs,att_value,att,dataset
0.0590525784239912,0.3046638400969109,0.0195450915252295,0.199676963456491,0.8298001211387038,0.9873991371914368,0.2709469008681607,0.0004037956793862,0.0004037956793862,1.0,0.0005201916451519,0.0014410650504537,0.8403969857434983,0.1463759337775085,0.901877649909146,0.8396786823605543,0.023554867698396,0.9997981021603068,0.0,A,S1E3
0.0544111773468948,0.2676837725381414,0.0237838591633346,0.1761442441054092,0.834158906280959,0.983837404914509,0.2361799088567465,0.0003962750148603,0.0003962750148603,1.0,0.0423591847965072,0.1099003914103573,0.8454085462653013,0.1311670299187636,0.8991480087180503,0.8288510814481007,0.008484877500135,0.9998018232263178,1.0,A,S1E3
0.0629823114543312,0.4070260448213204,0.0377486091787618,0.2673127397536846,0.7524732485362406,0.9951674959234204,0.3615990308903695,0.0004037956793862,0.0004037956793862,1.0,0.0050212560414727,0.0138097018885893,0.7802493275483803,0.2002826569755703,0.8520088835049465,0.8364042027367431,0.0206737411697197,0.9997981021603068,0.0,A,S4B0_4
0.0556836918805515,0.3768575391321577,0.0550221763713678,0.2460867842282543,0.7739251040221914,0.9960115748108066,0.3318803249455122,0.0003962750148603,0.0003962750148603,1.0,0.0140411167892463,0.0380652425760073,0.8000209145400138,0.178521894194571,0.8658609074697841,0.8328914701999383,0.0099038745491597,0.99980186249257,1.0,A,S4B0_4
0.061086745301695,0.3024429638602867,0.0158170537922886,0.1958409045023218,0.8195033313143549,0.9840223112398888,0.2689279224712295,0.0004037956793862,0.0004037956793862,1.0,0.0528975634520387,0.1350779110709153,0.8452319224161408,0.1455683424187361,0.8964264082374318,0.8317713159596818,0.0292635985219401,0.9997981021603068,0.0,A,S4F3_2
0.0217038250441759,0.1177170035671819,0.0196656616256182,0.082837891399128,0.5552913198573127,0.9449219381452822,0.1097899326198969,0.0007927070947284,0.0007927070947284,1.0,0.7414436452140765,0.9090162612480672,0.9197943714455128,0.0435988902100673,0.5136741973840666,0.4771068894167316,0.1578680201673444,0.9996036464526358,1.0,A,S4F3_2
0.0608305763926363,0.2753886533414093,0.0144261222349908,0.1883706844336765,0.779325661215425,0.9804510877923794,0.24692105794468,0.0004037956793862,0.0004037956793862,1.0,0.1959198366927093,0.4115198793045116,0.8665366473629179,0.1342620633959216,0.8338380779325661,0.8062808167371026,0.0354711706017837,0.9997981021603068,0.0,A,S2A9
0.0493023769910573,0.1616802060630077,0.0107096830491665,0.110164454131167,0.8660590449772142,0.9331448638789044,0.1440459679017238,0.0003962750148603,0.0003962750148603,1.0,0.2626543034011126,0.5090373940444517,0.901432616748444,0.074697840301169,0.8918169209431346,0.7856353460944249,0.0048695255529402,0.9998018232263178,1.0,A,S2A9
0.0582649502990696,0.3036543508984454,0.0165939389609089,0.1998788612961841,0.8205128205128205,0.9859183084572612,0.2689279224712295,0.0004037956793862,0.0004037956793862,1.0,0.0010284763825864,0.0028468064178963,0.8396576902929126,0.1479911164950535,0.9075307894205532,0.8395381040586032,0.0237440457555175,0.9997981021603068,0.0,A,S2E1_0
0.0537356566950799,0.2631266098672479,0.0222227395703478,0.1729740439865266,0.8440657816524668,0.9800981532461516,0.2328115712304339,0.0003962750148603,0.0003962750148603,1.0,0.04580359952691,0.1182180368414601,0.847475330054492,0.1293837923518922,0.9007331087774916,0.8279150742799545,0.0083062804887077,0.9998018232263178,1.0,A,S2E1_0
0.0600622146197272,0.4086412275388653,0.0346352925397896,0.2695336159903089,0.7296587926509186,0.9950366067727532,0.3613971330506763,0.0004037956793862,0.0004037956793862,1.0,0.0211988019722121,0.0568253349417008,0.7953391974923152,0.2057338986472844,0.8455481526347668,0.8341813694935952,0.0245398981471807,0.9997981021603068,0.0,A,S4B4_0
0.1878272588978043,0.3233604121260154,0.0428807244595484,0.2173568456508817,0.7858133544680008,0.9927766374718424,0.2920546859520507,0.0003962750148603,0.0001981375074301,0.5,0.1122911268434844,0.2632644374334079,0.8102335911409988,0.1495938181097681,0.8343570437883892,0.4290391681648705,0.007937438196311,0.99980186249257,1.0,A,S4B4_0
0.0597421878634631,0.3153644256006461,0.017509581141578,0.2051282051282051,0.8120331112457096,0.9866937787787476,0.2800323036543509,0.0004037956793862,0.0004037956793862,1.0,0.0176418307933629,0.0475555296278854,0.8386599931958802,0.1498081970522915,0.9010700585503736,0.8377303192823526,0.0267031604027495,0.9997981021603068,0.0,A,S4F1_0
0.0665107238230855,0.2921620431527961,0.0322794265204271,0.2016732716864817,0.7970057243505064,0.980330749299895,0.2600176133861735,0.0004403346543372,0.0004403346543372,1.0,0.0952454321510062,0.2286869448698907,0.8340070960842406,0.1422280933509467,0.8725231175693527,0.7875830863784157,0.106125430894154,0.9997798326728312,1.0,A,S4F1_0
0.0615767534944872,0.2263274782959822,0.011443037156988,0.154048051685847,0.7468201090248334,0.9678842618697728,0.201494044013729,0.0004037956793862,0.0004037956793862,1.0,0.3409161308027779,0.6053074048097155,0.8896868680770766,0.1168988491823137,0.714516454673935,0.7839251157977069,0.0392123003975891,0.9997981021603068,0.0,A,S2E3_2
0.050215938229697,0.1359223300970873,0.0095497338765126,0.0941153160293243,0.8624925698434713,0.922809168219372,0.1236378046364176,0.0003962750148603,0.0003962750148603,1.0,0.3528223904228138,0.6185065881541709,0.9154827947792096,0.064592827422231,0.8892411333465425,0.7704013069846608,0.0044279953413451,0.9998018232263178,1.0,A,S2E3_2
0.0619495430352604,0.1435493640218049,0.0057584338730155,0.0965071673733091,0.7050272562083586,0.9156628740607908,0.1280032303654351,0.0004037956793862,0.0004037956793862,1.0,0.5818327938464563,0.8167393111091036,0.9220029784065524,0.0845951948314153,0.5015142337976983,0.750859288947773,0.0438225869912016,0.9997981021603068,0.0,A,S2E3_3
0.0484024372136333,0.0949078660590449,0.0064818163641422,0.0618189023182088,0.8725975827224094,0.8808819447108023,0.0853972657023974,0.0003962750148603,0.0003962750148603,1.0,0.4883453719962028,0.7470265859671572,0.9350557170964175,0.0475530017832375,0.8567465821279968,0.7482088865686428,0.0049677264339058,0.9998018232263178,1.0,A,S2E3_3
0.0620115779801885,0.1847365233192004,0.0080476109062012,0.1290127195639007,0.723198061780739,0.9484507489725038,0.1661619220674338,0.0004037956793862,0.0004037956793862,1.0,0.4644955822268262,0.7269967940124318,0.8962568939876927,0.115687462144155,0.5221078134463961,0.7658846957849668,0.0417736835298152,0.9997981021603068,0.0,A,S3E1_4
0.0513631673086781,0.1159104418466415,0.0069827476221304,0.077273627897761,0.8605111947691698,0.8894993363159042,0.1046166039231226,0.0003962750148603,0.0003962750148603,1.0,0.4249567290971309,0.6915107887060514,0.9266307971362456,0.0525064394689914,0.8706162076481078,0.7582264573260002,0.0045210421922535,0.9998018232263178,1.0,A,S3E1_4
0.0600622146197272,0.4086412275388653,0.0346352925397896,0.2695336159903089,0.7246113466585907,0.9950331011773136,0.3613971330506763,0.0004037956793862,0.0004037956793862,1.0,0.0211988019722121,0.0568253349417008,0.7947254165638684,0.2065414900060569,0.8400969109630527,0.8341813694935952,0.0245398981471807,0.9997981021603068,0.0,A,S4B4_1
