Dataset,Att,Measure,Acc,SP,EO,PP
S2B1_1,Y,mean,0.7445,-0.1345986101163297,-0.0553985011254226,0.0539799914487011
S2B1_1,Y,std,0.0099805366143865,0.0276698691722705,0.03275173852297,0.0628169799893764
S2B1_2,Y,mean,0.7398999999999999,-0.134067365818704,-0.050172362211844,0.0499864150237501
S2B1_2,Y,std,0.0126793795852426,0.0288717988766737,0.0309474170165972,0.0619456910726318
S2B1_3,Y,mean,0.7411,-0.1333047204253658,-0.0515410072923693,0.0522228440059016
S2B1_3,Y,std,0.0112787903212672,0.0279233452568208,0.0347195800853584,0.0581765322923442
S2B1_4,Y,mean,0.7411,-0.1328915543193398,-0.0511498432126678,0.0524222221085274
S2B1_4,Y,std,0.0117042252579523,0.0305752287457197,0.0365285094290452,0.0582685498874659
S2B2_0,Y,mean,0.754,-0.2592710751376976,-0.1124878102993715,0.1152391414921376
S2B2_0,Y,std,0.0115373788665845,0.029077558641155,0.0275245265145947,0.0412176040952349
S2B2_1,Y,mean,0.7535,-0.2723989532192759,-0.1258702731130441,0.1056847735609314
S2B2_1,Y,std,0.0123850268021062,0.0337323277608945,0.0195228966330491,0.0497883043744405
S2B2_2,Y,mean,0.7548999999999999,-0.2653595951923871,-0.1184183264696713,0.1108654386724385
S2B2_2,Y,std,0.0125560963502019,0.0292644381678321,0.0202822687988577,0.0424070134417444
S2B2_3,Y,mean,0.7537999999999999,-0.2614620434788902,-0.1165844736990331,0.1152148385707959
S2B2_3,Y,std,0.0114678293984132,0.0326200887709991,0.0190073232647456,0.0456790885743493
S2B2_4,Y,mean,0.7532,-0.2630842946053545,-0.1203275508480802,0.1160356745157085
S2B2_4,Y,std,0.0109321137531179,0.031224102113271,0.0227841189461956,0.0473238484576848
S2B3_0,Y,mean,0.7924,-0.4827856039239819,-0.1762407464440646,0.1848395491289084
S2B3_0,Y,std,0.0110473727394546,0.0298508525097006,0.031335889149279,0.0615779287680418
S2B3_1,Y,mean,0.7899,-0.4924927440478511,-0.2061026283718995,0.1945708465785415
S2B3_1,Y,std,0.0123328828746566,0.0278740703372919,0.0345547400853454,0.068010230766771
S2B3_2,Y,mean,0.7917,-0.4909664925931267,-0.1977452726067661,0.1897602684945395
S2B3_2,Y,std,0.0118044247824468,0.0261875326868962,0.0355911846343373,0.0612157227719825
